beer_beerid,beer_name,brewery_name,review_overall,review_aroma,review_appearance,beer_style,review_palate,review_taste,beer_abv
16632,Grumpy Old Dennis,Fish Brewing Company / Fishbowl Brewpub,3.5,4,4,American Barleywine,3,3.5,8
60701,Harvestmoon 10th Anniversary Barley Wine,Maihama Beer Koubou Harvestmoon Brewery At Roti's House,3,2.5,4,American Barleywine,3.5,2,8
33710,Karl Strauss Barleywine,Karl Strauss Brewing Company,4.5,5,5,American Barleywine,4.5,4,8
20064,Mountain Beast Ale,Shenandoah Brewing Co.,5,4,4,American Barleywine,5,4.5,8
30939,Old Hophead,Humes Brewing Company,4.5,4,4,American Barleywine,5,4.5,8
29575,Old Saguaro Barleywine Style Ale,Sonoran Brewing Company,4.5,4,4.5,American Barleywine,4.5,4,8
64144,Sled Wreck Trappist Ale,Barley Brown's Brewpub,2.5,3.5,4,American Barleywine,3,2.5,8
57823,77 Anniversary Ale,Bootlegger's Brewery,4,4,4,American Barleywine,4,4.5,7.7
58354,77 Anniversary Ale (Dry-Hopped),Bootlegger's Brewery,4,4.5,4,American Barleywine,4.5,4.5,7.7
14721,Breidablik Barley Wine Style Ale,Hood Canal Brewing,5,5,4.5,American Barleywine,4.5,5,7.5
50824,Minamishinsyu Winter Ale,Minamishinsyu Brewery,4,4,4,American Barleywine,4,4,7
48439,Superior Ale,Wasatch Brew Pub,3,3.5,3.5,American Barleywine,3,3,4
76011,Abita Select Barleywine (DUPLICATE),Abita Brewing Co.,2,2,4,American Barleywine,1,1.5,
66975,American Barleywine - Cedar Aged (Humidor Series),Cigar City Brewing,4,4,3.5,American Barleywine,3.5,4,
46881,Babylon Barleywine (2006),Sacramento Brewing Co.,4,3,4,American Barleywine,4.5,4,
34353,Barely Wine,Lunar Brewing,5,5,4,American Barleywine,5,4.5,
35600,Barley Legal,J.J. Bitting Brewing Company,3.5,3.5,3,American Barleywine,3,3.5,
29468,Barley Wine Winter '05,Queen City Brewing Limited,4,4,4,American Barleywine,4,4,
37344,Barley's Meister Eckhart Spark Of The Divine Barleywine,Barley's Brewing Company,4.5,4,4,American Barleywine,4,4,
28307,Barleywine '05,Great Dane Pub & Brewing Company (Downtown),4,4.5,4,American Barleywine,4,4,
24894,Barleywine 2003,Schooner's Grille & Brewery,4,4.5,4,American Barleywine,5,4.5,
23513,Barleywine 2004,Schooner's Grille & Brewery,3.5,4,4,American Barleywine,4.5,3.5,
3048,Beer Line,"Lakefront Brewery, Inc.",4.5,4.5,4.5,American Barleywine,4.5,4,
28555,Bell's Batch 3000,"Bell's Brewery, Inc.",4,4,4,American Barleywine,4,4,
11975,Big House Barley Wine,Big House Brewing Co.,2.5,2.5,4,American Barleywine,3,2.5,
13286,Big Sky Barleywine,Big Sky Brewing Company,4,4,4.5,American Barleywine,4.5,4.5,
35927,Big Sky Blue Hair 2003,Big Sky Brewing Company,4.5,4,4,American Barleywine,4,4.5,
73758,Big Sky Buffalo Trace Barrel Aged Barley Wine,Big Sky Brewing Company,4.5,4.5,4.5,American Barleywine,4.5,4,
70870,Boneyard Barleywine,Port Brewing Company / Pizza Port,4,3,4,American Barleywine,4,4,
32291,Bourbon Barrel Aged '03 Barleywine,Great Dane Pub & Brewing Company (Downtown),3.5,4,3.5,American Barleywine,4,4.5,
68566,Bourbon Barrel Aged 10 Squared,Fish Brewing Company / Fishbowl Brewpub,3,3.5,4,American Barleywine,3,3,
67470,Bourbon Barrel Olde Reliable,Laurelwood Public House & Brewery,4,5,4.5,American Barleywine,4,3.5,
9542,'Bout Time Barley Wine,Thirsty Dog Brewing Company,4,4,4,American Barleywine,4,4,
31584,Brandywine Barleywine,Uncle Buck's Brewery & Steakhouse,3.5,3.5,3.5,American Barleywine,3.5,3.5,
41028,Brooke's 2002 Special Reserve Barleywine,Oaken Barrel Brewing Company,3.5,4,4.5,American Barleywine,3.5,4.5,
3074,Bucky Brau Barley Wine Style Ale,Stone Arch Brewpub,4,4,4,American Barleywine,4,4.5,
45590,California Stars,John Harvard's Brewery & Ale House,4.5,3.5,4,American Barleywine,4.5,4,
42793,"Chelsea Bourbon Barrel Aged 1,000 Gyle Imperial Mild Barleywine",Chelsea Brewing Company,4,4,3.5,American Barleywine,3.5,3.5,
40794,Cloud Nine Barleywine,Five Seasons North,4.5,4.5,4,American Barleywine,4.5,4.5,
64561,Cloud Nine Barleywine Aged In Calvados Barrels With Oak,Five Seasons Westside,5,5,4,American Barleywine,4.5,4.5,
76327,Columbus Oak Aged Brewno,Columbus Brewing Company,3,4,3.5,American Barleywine,3,4,
70781,Date Night With Jumbo Love,Figure 8 Brewing,5,5,5,American Barleywine,5,5,
35518,El Chupacabra Barley Wine,John Harvard's Brewery & Ale House,3.5,3.5,4,American Barleywine,3,3.5,
62610,Elixir De Belphegor,Broadway Pub,3.5,4.5,4,American Barleywine,4.5,4,
2005,Empire Barley Wine,Empire Brewing Company,5,5,5,American Barleywine,4.5,5,
13901,Excellent Adventure Barley Wine,Dogwood Brewing Company,4,4,4,American Barleywine,4,4.5,
6696,Fogcutter Barleywine,Lost Coast Brewery and Cafe,4.5,4,4,American Barleywine,4,4,
57450,Fogcutter Barleywine (Oak Aged),Lost Coast Brewery and Cafe,5,4,4,American Barleywine,4,4,
68563,French Oak Aged Barleywine,Port Townsend Brewing Company,5,4.5,4.5,American Barleywine,4.5,4.5,
14672,Gluteus Maximus,Tuck's Brewery,4,4.5,4,American Barleywine,4,3.5,
69859,Green Devil,Green Flash Brewing Co.,4.5,4.5,3.5,American Barleywine,4.5,4.5,
27940,Grinch,River City Brewing Co.,4,4,4,American Barleywine,4.5,4,
28963,Grizzly Peak Barley Wine (Bourbon Barrel Aged),Grizzly Peak Brewing Company,4,4.5,4,American Barleywine,4,4,
20063,Horsey Hog Heaven Barley Wine,Avery Brewing Company,4.5,4,4.5,American Barleywine,4,4,
8786,Hot Pot Barleywine,Glenwood Canyon Brewing / Canyon Brew Pub,3.5,3,4,American Barleywine,3.5,4,
73952,Jaxon,New Albanian Brewing Company - Pizzeria and Public House,4.5,4.5,4,American Barleywine,3.5,4.5,
23512,Jaxon's Granpa's #32,Jaxon's Restaurant and Brewing Company,2,2.5,4,American Barleywine,4.5,2,
63513,John Barleycorn - Brandy Barrel Aged,Mad River Brewing Company,4.5,4.5,3,American Barleywine,4.5,4.5,
41377,Kaiser Wilhelm,Blue Star Brewing Company,4,3.5,4,American Barleywine,4,4.5,
8483,Mad Badger Barley Wine,J.T. Whitney's Pub & Brewery,4,3.5,4.5,American Barleywine,4,4,
4509,McGuire's Barleywine,McGuire's Irish Pub,4.5,4,4,American Barleywine,4.5,4.5,
70637,Moat Barleywine,Moat Mountain Smoke House & Brewing Co.,4,4,4,American Barleywine,4,4,
47907,Mr. Big,Beermann's Beerwerks,4,4,3.5,American Barleywine,4,4,
56622,Old Birdbrain,Black Raven Brewing Co.,5,5,4.5,American Barleywine,4.5,5,
57787,Old Blarney American Oak Barleywine,Moylan's Brewery,4,4,4,American Barleywine,3.5,4,
69050,Old Blarney Barleywine - Heaven Hills Barrel Aged,Moylan's Brewery,4.5,4.5,3.5,American Barleywine,3.5,4,
60293,Old Boilermaker,Full Sail Brewery & Tasting Room & Pub,4.5,5,4,American Barleywine,4.5,5,
35072,Old Familiar Barleywine,Carolina Brewery,4,4.5,4,American Barleywine,3.5,4,
45306,Old Gnarley,Titanic Brewing Company,4,3,4,American Barleywine,3.5,4.5,
66954,Old Reliable,Laurelwood Public House & Brewery,4,4,4,American Barleywine,4,4,
64003,Old Urbana Barleywine Ale,Keuka Brewing Company,4.5,4.5,4.5,American Barleywine,4.5,5,
4233,Old Wooly Barleywine,Big Time Brewery & Alehouse,5,4.5,3.5,American Barleywine,5,4.5,
52834,Olde Rip Barrel Aged Barleywine,Olde Hickory Brewery,5,5,4.5,American Barleywine,4,4.5,
48268,Raspberry Barleywine,Beermann's Beerwerks,4,4,4.5,American Barleywine,4.5,4,
36006,Release The Hounds,Bull & Bush Pub & Brewery,5,4,3.5,American Barleywine,4.5,4,
17804,Ringneck FOTB Barley Wine,The Brew Kettle Taproom & Smokehouse / Production Works,4.5,4,4,American Barleywine,4,4.5,
18080,Road Kill Barleywine Style Ale,Sweetwater Tavern & Brewery,4,3.5,3.5,American Barleywine,3.5,4,
3726,Roza Barley Wine,Snipes Mountain Microbrewery & Restaurant,5,4,3.5,American Barleywine,4.5,4.5,
16463,Sammy's Barleywine,Capitol City Brewing Company,3.5,3.5,4,American Barleywine,3.5,3.5,
64658,Samurai Barley Ale,Hyouko Yashiki No Mori Brewery,4,4,4,American Barleywine,4,4.5,
66666,Sierra Nevada Barrel Aged Life And Limb,Sierra Nevada Brewing Co.,4.5,4.5,4,American Barleywine,4.5,4.5,
19291,Sirius Bender Barleywine,Brew Moon Restaurant & Microbrewery,4,4,4,American Barleywine,4,3.5,
69340,Sour Barley Wine,The Grizzly Paw Brewing Company,4.5,4,4,American Barleywine,4,4.5,
10452,Standing Stone Barley Wine,Standing Stone Brewing Company,4,3,4.5,American Barleywine,4.5,4,
32029,Summer Barleywine,Firestone Walker Brewing Co.,4.5,4,4,American Barleywine,4,4,
35528,Super Kind,Southern Sun Pub and Brewery,4,4,4,American Barleywine,4,4,
56624,Three Skulls Wreckage,Baron Brewing,4,4,4,American Barleywine,4,4,
58370,Toddy Barleywine,The Bruery,4,4,4,American Barleywine,3.5,4.5,
56124,Twenty Ten Barley Wine,Capitol City Brewing,3.5,3,4,American Barleywine,4,3.5,
76285,Walt's Barleywine,Dry Dock Brewing Co.,2,2,4,American Barleywine,4,2,
43219,Whiskey Barrel Aged Barleywine,Two Rows Restaurant & Brewery,4,4.5,3.5,American Barleywine,4,4.5,
54527,Why Winter,Two Brothers Brewing Company,5,4,4,American Barleywine,4,5,
52604,Wild Turkey Barrel Aged Barleywine,Harpoon Brewery,3.5,3.5,3.5,American Barleywine,3.5,3,
32050,X,Fratello's & Fox River Brewing,4,4,3.5,American Barleywine,4.5,4,
64488,6:56 (2010),Element Brewing Company,4.5,4.5,4.5,American Black Ale,4.5,4.5,15
70632,Black Damnation VIII - S.H.I.T.,De Struise Brouwers,5,4,4.5,American Black Ale,5,4.5,12
70323,Flying Monkeys Super Collider Black IPA,Flying Monkeys Craft Brewery,4,4,4,American Black Ale,4,4,12
64213,Newport Storm '10,Coastal Extreme Brewing Co.,4.5,4.5,4.5,American Black Ale,4,4.5,12
69466,Abstrakt AB:06,BrewDog,4.5,4.5,4.5,American Black Ale,5,4.5,11.2
63422,Either,Cigar City Brewing,5,4.5,4,American Black Ale,4.5,4.5,11.2
63423,Or,Cigar City Brewing,5,4.5,4.5,American Black Ale,4.5,4.5,11.2
64880,Kuhnhenn Lunar Eclipse,Kuhnhenn Brewing Company,4,4,4,American Black Ale,4,4,11
72138,Stone 15th Anniversary Escondidian Imperial Black IPA,Stone Brewing Co.,5,4.5,4.5,American Black Ale,4.5,4.5,10.8
73759,Stone Double Dry Hopped 15th Anniversary,Stone Brewing Co.,5,5,5,American Black Ale,5,5,10.8
58242,Big Black Poochie,Port Brewing Company / Pizza Port,4.5,4.5,4.5,American Black Ale,5,5,10.5
76101,Stone 15th Anniversary Escondidian Imperial Black IPA With Espresso Beans,Stone Brewing Co.,3.5,4,4,American Black Ale,4,4,10.5
66326,5 Years Later,Captain Lawrence Brewing Co.,5,4,4.5,American Black Ale,4.5,4,10
63088,Armored Fist Double CDA,Boneyard Beer Company,5,4.5,4,American Black Ale,4.5,5,10
62311,Black Moon IPA,Rock Art Brewery,5,4.5,5,American Black Ale,4.5,4.5,10
66866,Carl Weathers As Dillon In Predator Imperial Cascadian Dark Ale,Fort Collins Brewing,3.5,5,4,American Black Ale,3.5,4.5,10
74672,Deceiver,NoDa Brewing Company,4,4,4.5,American Black Ale,4,4,10
67545,Midnight Special India-Style Black Ale,Jailhouse Brewing Company,5,5,4.5,American Black Ale,4,4.5,10
66869,The Incredible Hop #1,Fort Collins Brewing,4.5,4,4,American Black Ale,4.5,4,10
70158,Hop Juice Black,Two Brothers Brewing Company,4.5,4.5,4,American Black Ale,4,4.5,9.9
70246,SoCal Hop Salute Black Double IPA,Stone Brewing Co.,4.5,4.5,4.5,American Black Ale,4.5,5,9.9
54026,Black Perle,RJ Rockers Brewing Company,5,4,4.5,American Black Ale,4.5,4.5,9.5
64242,Bourbon Oak Black Perle,RJ Rockers Brewing Company,4.5,4.5,4,American Black Ale,4,4.5,9.5
63543,Mountain Standard Double Black IPA,Odell Brewing Company,5,5,4.5,American Black Ale,4.5,4.5,9.5
58458,Pionnière,Brasserie Dieu Du Ciel,4.5,4,5,American Black Ale,4.5,4,9.5
67189,Hophorn,Hornbeer,4,4,4,American Black Ale,4,4,9.3
37952,Blackwater Uber Pale Ale,Catawba Valley Brewing Company,5,4.5,3.5,American Black Ale,4,4.5,9.2
67046,Dubhe Imperial Black IPA,Uinta Brewing Company,5,4.5,4,American Black Ale,5,4.5,9.2
76299,El Camino (Un)Real Black Ale Aged In Virgin American Oak Barrels,Stone Brewing Co.,4,4,4,American Black Ale,4.5,4,9.2
60117,Stout & Hop,Brouwerij De Molen,4.5,4.5,4,American Black Ale,4,5,9.2
76855,First Anniversary Ale,Figueroa Mountain Brewing Co.,4,4,4.5,American Black Ale,4,4.5,9
67258,Hopothesis D,Freetail Brewing Company,4.5,4.5,4.5,American Black Ale,4.5,5,9
47228,Iniquity (Imperial Black Ale),Southern Tier Brewing Company,5,3,5,American Black Ale,4,4,9
63102,Kuhnhenn Hooded Knight,Kuhnhenn Brewing Company,4,4,4,American Black Ale,4,3.5,9
68180,Nebraskadian Black Ale,Nebraska Brewing Company,4.5,4,5,American Black Ale,4.5,4.5,9
73064,Bashah Imperial Tayberry Reserve,BrewDog,3,3.5,2.5,American Black Ale,2.5,4,8.9
53356,Urban Carboys - Belgian Black IPA,Good People Brewing Company,5,4,5,American Black Ale,5,4,8.9
73528,Festival Smoked Black IPA,Brouwerij De Molen,3,3,4,American Black Ale,3.5,3,8.8
72916,Vector,Black Star Co-op Pub & Brewery,3,4,4,American Black Ale,3.5,3.5,8.8
64359,Bashah Highland Park And Black Raspberry Reserve,BrewDog,4,4.5,4,American Black Ale,3.5,3.5,8.7
61207,Brewer's Blackbird Black IPA - Beer Camp #27,Sierra Nevada Brewing Co.,5,5,5,American Black Ale,5,5,8.7
60106,Double Dry Hopped Sublimely Self-Righteous Ale,Stone Brewing Co.,5,5,5,American Black Ale,4.5,5,8.7
38470,Stone Sublimely Self-Righteous Ale,Stone Brewing Co.,5,5,5,American Black Ale,5,5,8.7
76012,Amsterdam The Nightman Cometh,Amsterdam Brewing Company,4.5,4.5,4,American Black Ale,4,4.5,8.6
53388,Bashah,BrewDog,5,4,4.5,American Black Ale,4.5,4.5,8.6
64031,El CuCuy,Marshall Brewing Company,5,4.5,5,American Black Ale,4.5,4.5,8.6
48143,Serious Madness,Mad River Brewing Company,5,3.5,4,American Black Ale,4.5,4.5,8.6
69618,Desert Select Black Imperial IPA,Moab Brewery,3.5,3.5,4,American Black Ale,4,3.5,8.59
72453,Awesome,Barley Brown's Brewpub,4,4,4,American Black Ale,4,4.5,8.5
61706,B2 Bomber,Bridge Road Brewers,5,4,4.5,American Black Ale,4,4.5,8.5
49835,Dark Hops,Beer Here,5,5,5,American Black Ale,4.5,4.5,8.5
67091,Dirty DIPA,Hangar 24 Brewery,4,4,4.5,American Black Ale,3.5,4,8.5
61230,Double Black IPA,Amager Bryghus,4.5,4.5,4,American Black Ale,4,4,8.5
67132,I.P.A. Chronicle 1: Black Rye,Dunedin Brewery,4,4,4,American Black Ale,4,4,8.5
52337,Midnight Run India Black Ale IBA,Speakeasy Ales & Lagers,5,2,4.5,American Black Ale,4,4,8.5
73949,Sweetwater Dank Tank Ghoulash,SweetWater Brewing Company,5,4.5,4.5,American Black Ale,4.5,5,8.5
69901,The Trip VII (Black Belgo IPA),New Belgium Brewing,4,3.5,3.5,American Black Ale,3.5,4,8.5
72902,Heart Of Darkness CDA,Two Beers Brewing Co.,4.5,4,4,American Black Ale,4,4,8.4
69812,Black Mirror,Vintage Brewing Company,4,4,4,American Black Ale,4,4,8.2
59934,Cobain's Double Dark IPA,Walldorff Brewpub and Bistro,4.5,4,4.5,American Black Ale,4.5,4.5,8.2
66426,Hop Noir,Peak Organic Brewing Company,4.5,4.5,4.5,American Black Ale,4,4.5,8.2
57757,Founders El Diablo Del Noche,Founders Brewing Company,4.5,4.5,4,American Black Ale,4,4.5,8.1
70711,Hop Smack - Beer Camp #48,Sierra Nevada Brewing Co.,4.5,3.5,4,American Black Ale,4,4,8.1
73303,16th Anniversary India Black Ale,"Middle Ages Brewing Co., Ltd.",4.5,4,4,American Black Ale,4,4.5,8
61509,Black Imperial IPA,Goose Island Beer Co.,4.5,4.5,4,American Black Ale,4,4.5,8
35731,Black Lie 7th Anniversary Liar's Club Dark IPA,Port Brewing Company / Pizza Port,4.5,4,4,American Black Ale,4.5,4.5,8
71176,Boardwalk Black Rye,Karl Strauss Brewing Company,4.5,4,4.5,American Black Ale,4,4.5,8
73882,Butchertown Black,Speakeasy Ales & Lagers,4,3.5,4,American Black Ale,3.5,3.5,8
58887,Dark Element,Element Brewing Company,5,4,4,American Black Ale,5,4,8
54305,El Gallo Negro,Sun King Brewing Company,4.5,3.5,4,American Black Ale,5,4,8
73692,Emelisse Black IPA,Bierbrouwerij Grand-Café  Emelisse,4,4,4,American Black Ale,4,4.5,8
59602,Fleurac La Triple Brune IPA,La Brasserie de Fleurac,5,4,4.5,American Black Ale,4,4.5,8
55397,Juniper Black Ale (JBA) - Beer Camp #16,Sierra Nevada Brewing Co.,5,4,5,American Black Ale,5,4.5,8
65846,North West Alpha,"Franklin's Restaurant, Brewery & General Store",4,4.5,4,American Black Ale,4,4,8
60306,Spooky,Goose Island Beer Co.,4,4,4,American Black Ale,4,4.5,8
72962,Syzygy Barrel-Aged Black IPA,Crabtree Brewing Company,5,4.5,4.5,American Black Ale,5,5,8
73340,Helheim Black India Pale Ale,Solvang Brewing Company,4,3.5,4,American Black Ale,3.5,4,7.9
67025,Mohawk Black IPA Easter Edition,Mohawk Brewing Company,4.5,4,4.5,American Black Ale,4.5,4,7.9
55035,Black Nitro,Amager Bryghus,4.5,4,4,American Black Ale,4,4.5,7.8
68484,Dark & Lovely,Black Lotus Brewery,5,4,5,American Black Ale,4.5,5,7.8
76098,Eclipse Black IPA,Crabtree Brewing Company,4.5,4,4,American Black Ale,4.5,4.5,7.7
67538,India Ink - Beer Camp #42,Sierra Nevada Brewing Co.,5,4.5,5,American Black Ale,4.5,4.5,7.7
63595,Cascadian Dark Ale,Alley Kat Brewing Company,4.5,4,4,American Black Ale,4,4,7.6
62173,Grave Robber,Lonerider Brewing,5,4.5,4.5,American Black Ale,4.5,4.5,7.6
77137,Monkey High Five,Bear Republic Brewing Co.,4,3.5,4,American Black Ale,4,4,7.6
64568,A Beer Named Sue,Goose Island Beer Co.,4.5,4,4,American Black Ale,4,4,7.5
56836,Beer Hop Breakfast,Mikkeller ApS,5,3.5,4.5,American Black Ale,4,4.5,7.5
55420,Columbus Black IPA,Columbus Brewing Company,4.5,4,4,American Black Ale,4.5,4.5,7.5
57634,Creekside Black IPA,Creekside Brewing Company,3.5,3.5,4,American Black Ale,4,4,7.5
68432,Founders Bourbon Del Noche,Founders Brewing Company,4.5,4,4.5,American Black Ale,4.5,4.5,7.5
68430,Founders Syrup Del Noche,Founders Brewing Company,5,5,5,American Black Ale,5,5,7.5
66560,Pine Creek Black IPA,Ram Restaurant & Brewery,4.5,4,4,American Black Ale,4,4,7.5
56890,Terrapin Capt'n Krunkles Black IPA,Terrapin Beer Company,5,4.5,4.5,American Black Ale,4,4,7.5
63699,The Great Dismal Black IPA,O'Connor Brewing Co.,5,4.5,5,American Black Ale,5,5,7.5
63845,Ugly,Alpine Beer Company,5,4.5,4,American Black Ale,5,4.5,7.5
77129,IPA Black III,The Kernel Brewery,4,4,3.5,American Black Ale,4,4,7.4
66734,The Crucible Black IPA,Mother Earth Brew Co.,5,4.5,4.5,American Black Ale,5,5,7.3
75779,Black Magic RyPA,Michigan Beer Cellar,3.5,4,3,American Black Ale,2.5,3,7.2
64904,Furry Black India Pale Ale,North Peak Brewing Company,5,4.5,4.5,American Black Ale,5,5,7.2
64473,Left Coast The Wedge,Left Coast Brewing Company,4.5,5,4.5,American Black Ale,4.5,5,7.2
73136,V Years - 20K,Brouwerij De Molen,4.5,4.5,4.5,American Black Ale,4,4.5,7.2
66263,Blind Pig American Black Ale,The Blind Pig Brewery,4.5,4,4.5,American Black Ale,4.5,4,7.1
72317,Founders Berserker 37,Founders Brewing Company,4.5,4,4,American Black Ale,4,4.5,7.1
62287,2010 Cleveland Beer Week India-Style Black Ale,Buckeye Brewing Company,4.5,4.5,4.5,American Black Ale,4,4.5,7
66121,Abita Select Black IPA,Abita Brewing Co.,5,4,4.5,American Black Ale,3,4.5,7
76539,B.I.P.A,Blue Mountain Brewery,3.5,3,4,American Black Ale,4,4,7
47767,BIG HAPI India Black Ale,Lawson's Finest Liquids,4.5,4,5,American Black Ale,4.5,4,7
60644,Black Eye P.A.,Great Basin Brewing Co.,4,4.5,4.5,American Black Ale,3.5,4,7
46139,Black IPA - The Beer Shoppe 2nd Anniversary Ale,Iron Horse Brewery,4.5,4,5,American Black Ale,4,4,7
60324,Black Raven IPA,Olde Hickory Brewery,4.5,4,4,American Black Ale,4.5,4,7
70206,Black Rocket,Minipivovar Matuška Broumy (Matuska),4,3.5,4,American Black Ale,3.5,3.5,7
68007,Blue Point Oak Aged Toxic Sludge,Blue Point Brewing Company,4,3.5,4,American Black Ale,4,4,7
60730,Blue Point Toxic Sludge,Blue Point Brewing Company,5,4.5,5,American Black Ale,4.5,4.5,7
68251,Dad's Little Helper Black IPA,Rogue Ales,5,4.5,5,American Black Ale,4.5,5,7
75804,Dalston Black IPA,Brodie's,3.5,4.5,3,American Black Ale,3.5,2.5,7
61391,Event Horizon Cascadian Dark Ale,COAST Brewing Company,5,4.5,4.5,American Black Ale,4.5,5,7
51555,India Black Ale,Iron Hill Brewery & Restaurant,4.5,4,5,American Black Ale,5,4,7
63809,Jamieson Black Beast,Jamieson Brewery,4.5,4,4,American Black Ale,3.5,4,7
67262,Longshot Blackened Hops,Boston Beer Company (Samuel Adams),5,5,4.5,American Black Ale,5,5,7
60236,Obama IPA,Wig And Pen,4,4,4,American Black Ale,4,4,7
72192,The Fumigator,The Beer Company,4,4,4,American Black Ale,4.5,4,7
68155,White Birch Apprentice Series Nyx,White Birch Brewing,5,4,5,American Black Ale,4,5,7
71601,Antipodal Dark IPA,Equinox Brewing Company,4.5,4,4.5,American Black Ale,5,4.5,6.9
72490,Black Top,New Glarus Brewing Company,5,4.5,4,American Black Ale,4.5,5,6.9
60898,Brew Ridge Trail Collaboration Ale,Starr Hill Brewery,4.5,3.5,4.5,American Black Ale,4,4,6.9
74800,Finsternis Centennial Black Ale,Brouwerij VAT No.13,3,3.5,3,American Black Ale,2.5,3,6.8
67004,India Black Rye Ale,Hangar 24 Brewery,4,4,4,American Black Ale,3.5,4,6.8
65352,IPA Black,The Kernel Brewery,4.5,5,4.5,American Black Ale,4.5,4,6.8
65531,Iron Hill Black IPA,Iron Hill Brewery & Restaurant,3.5,4,5,American Black Ale,4.5,4,6.8
73328,TCB Black Rye,Intuition Ale Works,4.5,3.5,5,American Black Ale,4,4.5,6.8
67244,Thorny Goat,Mountain Goat Beer Pty Ltd,5,5,5,American Black Ale,5,4.5,6.8
31633,Willimantic Downtown Willi IDA,Willimantic Brewing Co.,4.5,4.5,4,American Black Ale,4,4.5,6.8
59877,Black Hops Beer,Blue Hills Brewery,4.5,4.5,4.5,American Black Ale,4,5,6.75
74639,Last Cast Black IPA,Bitter Root Brewing,4.5,4.5,4,American Black Ale,4.5,4.5,6.7
